title,date,content,keywords,url
Generative AI: The Middle East CIO’s Newest Value Creator,"June 05, 2024","Generative AI (GenAI) is triggering disruption across industries, generating debate and exploration at all levels of private and public organizations, all the while moving at a rapid pace with maturing use cases.",,https://www.bcg.com/publications/2024/generative-ai-the-middle-east-cios-newest-value-creator
Closing Tech’s Gender Gap in Southeast Asia,"May 31, 2024","Technologyis transforming economies and societies throughout Southeast Asia, but the tech sector’s gender imbalance persists.

To understand this disparity—and identify potential solutions—BCG partnered with Singapore’s Infocomm Media Development Authority to conduct a comprehensive survey of about 4,000 individuals across six Southeast Asian countries: Indonesia, Malaysia, the Philippines, Singapore, Thailand, and Vietnam. We also interviewed more than 30 women in tech across the region. (This is a follow-up to a 2020 report we published on thegender disparity in tech in the region.)

Our analysis finds that the current state of gender diversity in technology across Southeast Asia is mixed:

Our research identifies underlying issues across four key moments of truth in a woman’s technology career, including in both technical roles—particularly those requiring deep expertise (such as software engineer)—and leadership positions.

Choosing to Study Technology.The decision to pursue a technology degree sets the stage for a future career in the tech industry. Our data reveals a wide variance across countries in the proportion of women enrolled in tech-related courses, from 36% in the Philippines to 58% in Malaysia. Our survey finds that early exposure to technology is important at this key moment: Gen-Z women who were exposed to technology before their university enrollment are 27% more likely to pursue a tech-related degree.

Embarking on a Technical Career.At this critical juncture, a noticeable gap exists: women constitute less than 30% of the applicants for entry- and executive-level technical positions across the six Southeast Asian countries. Furthermore, less than half of women graduates with tech-related degrees—a natural pool of talent for technical roles—choose to enter such roles. Our survey reveals that the prevailing perceptions of technical roles, such as being dominated by men and lacking work-life balance, are deterring women. Moreover, many women tend to lose interest in technology while pursuing a higher education.

Staying in a Technical Role.Nearly half of women respondents who are currently in a technical role are considering shifting to a nontechnical role. Across the six Southeast Asian countries, the primary factor for this change is salary, but many women also reported feeling stifled by the lack of a clear career path and a workplace culture that seems indifferent to the unique challenges they face. For instance, 32% of women in technical roles feel that their day-to-day work experience is not free of bias.

Advancingto Senior Leadership.The fourth and final moment of truth is advancing to a position of senior leadership. In these Southeast Asian countries, women account for only 23% of senior leaders in the top 50 tech companies, with just 8% in technical leadership roles. At this juncture, there’s a perception of subjective performance evaluations, with 30% of women in technical roles feeling that career-related decisions, such as promotions and stretch assignments, are not free of bias. However, having mentors and role models can help bridge this gap: women in technical roles are twice as likely to be promoted faster than their peers if they have a woman mentor.

Many entities—including industry associations and governments—already support women with some baseline initiatives, including recruiting, mentoring, networking, and outreach programs to boost retention. While those are valuable and should continue, we feel that the additional steps below should be priorities.","women(14), technical(11), southeast(6), technology(6), roles(6), tech(5), countries(5), asian(4), survey(3), career(3), leadership(3), many(3), role(3), senior(3), asia(2)",https://www.bcg.com/publications/2024/closing-gender-gap-in-technology-in-southeast-asia
Why Video Streamers Need to Rebundle,"May 29, 2024","The advent of video streaming enabled consumers to break free from the longstanding pay TV model, when subscribers paid a flat fee for 150+ channels. Today, consumers can choose from among subscription video on demand (SVOD) services like Netflix, Amazon Prime, Hulu, Disney+, Max, Paramount+, Peacock, and dozens of smaller services. Recently, Disney, Fox, and Warner Brothers Discovery announced a new sports “skinny bundle.” And a bundle with Peacock, Netflix, and Apple TV+ for Comcast subscribers will add even more choice.

The problem for media companies is that the pay-as-you-go streaming model is far less profitable than the big-package model. A primary reason is high churn. The flat-fee TV bundle had high switching costs for consumers, both because unsubscribing meant losing access to essentially all TV content and they often needed to schedule a service call or return set-top boxes to a local retail store.

Streaming, by contrast, has much lower switching costs. Consumers finish their favorite series, click a few buttons to disconnect, and sign up again the next time there is a buzzy show. According tomedia industryanalysts Antenna, the average churn for “premium” streaming services was 5.5% as of January 2024. That implies an average customer life of just under 20 months. Coupled with high acquisition costs, this makes it extremely difficult for content providers to be profitable.

Instead, for sustainable growth and profitability, streaming companies need to be willing to reimagine their business models—again. In fact, they need to rebundle creatively. In practice this means focusing on two approaches: comprehensive streaming bundling, joining forces with other companies to offer multiple streams of content, and multi-product bundling, which provides a range of services—not just streaming TV—at attractive price points.

Media providers’ attempts to combat churn, such as by investing heavily in content and introducing discounts for yearly subscriptions, have not helped much. As an example, according to Antenna, Peacock’s monthly churn has fluctuated in a narrow band between 5.5% and 8.5% since January 2023, despite the service spending significant money on sports and original content. There is a risk that churn is becoming an ingrained consumer behavior as more people use it to manage their monthly entertainment budgets.

There are several reasons for this high churn rate. For one thing, increased competition has generated so much new and exclusive content that many viewers have become inured to it—if they can even find the content in the proliferation of SVOD options. Also, streaming services are not only competing with each other and linear TV but with other forms of media, such as podcasts, gaming, and short-form video, for the time and attention of consumers.

To overcome these challenges, media companies have experimented widely with bundles in recent years. Warner Brothers Discovery offers Max and Discovery+ together. Disney+ can be bundled with Hulu and ESPN+. Verizon customers can access discounted, ad-supported versions of Max and Netflix. Charter subscribers receive ad-supported Disney+ at no additional cost.

However, consumers have not adopted these mini-bundles in large enough numbers to substantially move the needle on churn. For example, when bundled, Hulu’s churn as of December 2023 was 3.7%. However, just 15% of Hulu’s total subscribers chose a bundled option, and as a result Hulu’s overall churn was 5.4%, almost identical to the churn of its unbundled subscribers. (See Exhibit 1.)

As currently conceived, today’s bundles aren’t working. A successful bundle will yield either better unit economics on existing subscribers (through lower churn or lower customer acquisition costs) or a pathway to acquiring new subscribers. Hitting this mark will require the industry to be bolder.","churn(9), subscribers(7), content(7), consumers(6), services(4), hulu(4), media(4), companies(4), high(4), video(3), model(3), peacock(3), new(3), costs(3), today(2)",https://www.bcg.com/publications/2024/why-video-streamers-need-to-rebundle
Advanced Packaging Is Radically Reshaping the Chip Ecosystem,"May 20, 2024","Periodically, analysts commenting on the chip industry will pronounce that Moore’s Law is obsolete. Yet while the speed of progress is slowing down, chipmakers are still doubling the number of transistors on an integrated circuit (IC) approximately every 2.5 years. In the past, fundamentally new approaches for chip design never seemed to catch on. That’s no longer the case as fresh ideas that are essential for running some of today’s most important applications are rapidly gaining favor.",chip(2),https://www.bcg.com/publications/2024/advanced-packaging-is-reshaping-the-chip-industry
The Art of Scaling GenAI in Software,"May 17, 2024","Generative AI(GenAI) is transforming software development. Not only is the technology changing the way code can be written, but it’s also reshaping every stage of the development life cycle—from requirement gathering, system design, and solution development to user experience design, testing, and deployment. When rolled out at scale, GenAI will shift the quality, velocity, and economics of innovation, which may result in a strategic inflection point in the industry.

However, many software companies are finding it difficult to produce results from GenAI tools. They’re struggling to get their development teams to adopt them; and even if they use them, they haven’t figured out how to capitalize on the productivity gains. Several deeply entrenched factors—such as developers’ comfort with existing tools and inexperience with GenAI, the difficulties of managing organizational change, and structural impediments such as legacy code bases and the steep learning curve—prevent these firms from fully capitalizing on GenAI’s benefits.

In this article, we answer the tough questions about GenAI in software development. We show that companies have to go beyond merely deploying GenAI-based coding assistants and transform their organizations if they want to unlock the full value the new technology affords. Specifically, a software firm must create an effective learning journey, manage change carefully, alter its ways of working, and rethink the product development life cycle to optimize GenAI’s benefits. Our learnings stem from the software industry, but our experience shows that they apply to companies in any sector and in any function.

GenAI is creating a lot of buzz, but its use isn’t as widespread as the hype would suggest. Three complications prevent companies from deploying it. (See Exhibit 1).","genai(6), development(6), software(5), companies(4), technology(2), code(2), life(2), design(2), experience(2), industry(2), tools(2), change(2), benefits(2)",https://www.bcg.com/publications/2024/the-art-of-scaling-genai-in-software
Women Leaders in Tech Are Paving the Way in GenAI,"May 14, 2024","Generative AI(GenAI) is proliferating rapidly, and C-suite executives across industries expect that, on average, 46% of workers will need to be reskilled in the next three years as a result. In thetechnology industryspecifically, our new BCG survey shows that 55% of workers across various roles think that GenAI will be critical to their job success.

Women have historically been less likely to adopt new technologies than men have, especially in the early days. For instance, a 2020 YouGov report found that less than 40% of early tech adopters among consumers were women. If the adoption of GenAI follows a similar trend, there is a risk that the gender gap in the tech industry will widen further, asfewer than 30% of middle managers and senior leaders in tech today are women. Now more than ever, companies need to be hyperfocused on proactive measures that minimize and ultimately reduce this gap.

To determine if there are gender differences in adopting GenAI and if so, the root causes and the paths to a resolution, BCG conducted a global survey of more than 6,500 women and men employees in tech companies across seniority levels and functions. In addition, 15 women leaders in the tech industry provided their insights and views on a pathway forward. (See the sidebar “Our Methodology.”)

BCG’s global GenAI survey reached out to more than 6,500 women and men employees across four seniority levels and eight functions in the technology industry. The tech companies surveyed are located in five countries. (See the exhibit.)







In contrast to historical trends, women respondents to BCG’s tech industry survey are generally on a par with their men peers in terms of GenAI adoption. In fact, 68% of women in the industry said they use a GenAI tool at work more than once a week, compared with 66% of men.

However, we found significant differences by seniority and function.","women(8), genai(6), men(5), industry(5), bcg(4), survey(4), tech(4), companies(3), seniority(3), workers(2), new(2), early(2), gap(2), leaders(2), differences(2)",https://www.bcg.com/publications/2024/women-leaders-in-tech-are-paving-the-way-in-genai
Secrets to Scaling GenAI in Information Services,"May 13, 2024","For traditional information services providers,generative AI(GenAI) represents an unprecedented opportunity to drive sustainable advantage. By scaling solutions that leverage their vast data and content assets, companies can help their customers harness the power of GenAI while generating new revenue for themselves. Leading players across financial information, credit, publishing, and other info services are already beginning to see the benefit of GenAI at scale.

But for the vast majority of companies, realizing the full potential of GenAI has proved challenging. According to a recent BCG cross-industrysurvey, 66% of leaders are ambivalent or dissatisfied with their progress on AI and GenAI. This has also been the case with information service providers, many of whom have created proofs of concept only to find that developing a customer-facing product is more costly and resource-intensive than anticipated. Issues pertaining to accuracy of GenAI output, organizational capability and capacity, systems integration, and data preparation are among those standing in the way of successful scaling.

Providers that address these challenges and scale GenAI successfully will have access to a rapidly growing market. According to BCG analysis, the current market opportunity for GenAI financial services information products alone is around $5 billion to $6 billion and is projected to grow to $15 billion by 2026.

To date, GenAI has gained wide use as a way for companies to enhance internal productivity, and some are already using it to drive end-to-end transformation. But for companies that provide information products—such as financial, business, andsustainabilitydata—GenAI can be a tool to enhance the productivity of end-customers. This new revenue stream can help to justify early investments into the nascent technology.

While most traditional info service providers understand the value of this opportunity, few have managed to scale GenAI successfully. To learn why, in early 2024 we surveyed 100 professionals from providers who had experience scaling GenAI solutions. (See “About the Survey.”)

More than half of the survey respondents said that building GenAI products has been more time-intensive and costly than anticipated. Four challenges were cited most frequently: accuracy requirements, organizational capability or capacity, systems integration, and data preparation and management. (See Exhibit 1.)

In early 2024, BCG conducted a survey of 100 tech, data, and IT professionals from global information services providers across financial information; credit, risk, and compliance; business information; and other verticals. Of these respondents, 66 were considered experienced: they have started to or have successfully scaled a GenAI solution. The remaining 34 are considered inexperienced because they have conducted proofs of concept or pilots but have not yet attempted to scale a solution.","genai(12), information(8), providers(6), services(4), data(4), companies(4), financial(4), scale(4), opportunity(3), bcg(3), early(3), traditional(2), drive(2), solutions(2), vast(2)",https://www.bcg.com/publications/2024/secrets-to-scaling-genai-in-information-services
Emerging Resilience in the Semiconductor Supply Chain,"May 08, 2024","Semiconductorspower today’s economy, from vehicles and mobile devices to data centers, medical equipment, clean technologies, and, of course, the upcoming AI revolution. In “Strengthening the Global Semiconductor Supply Chain in an Uncertain Era,” an April 2021 report by the Semiconductor Industry Association and BCG, we illustrated the value of the semiconductor supply chain for the global economy, while also identifying its vulnerabilities. A globally integrated supply chain has allowed semiconductor companies to realize efficiencies through scale and specialization, thereby creating roughly $1 trillion in efficiencies. However, geographic concentration in a small number of regions has also created challenges for supply chain resilience. Over the past few years, the COVID-19 pandemic, severe weather, natural disasters, geopolitical tensions, and other factors have elevated these concerns.

In our latest report, “Emerging Resilience in the Semiconductor Supply Chain,” we explore how the semiconductor industry is beginning to improve resilience through geographic diversification.

One major factor driving this resilience is a renaissance in industrial policy. Semiconductor-related policies, aimed at fostering innovation, economic and national security, and broader growth, have been announced and are being implemented by the US, EU, Mainland China, Taiwan, South Korea, Japan, and India, among other countries.

Semiconductor companies, in turn, are responding. We project $2.3 trillion in new investment in wafer fabrication between 2024–2032, compared with $720 billion in the 10 years prior. Moreover, these investments are being made in ways markedly different from recent history. The US is projected to capture 28% of these capital expenditures, as opposed to the pre-CHIPS Act pace of investment, in which the US would have captured just 9% of global capital expenditures.

In consequence, we will see meaningful shifts in the global distribution of chip-making capacity, in particular for the most advanced logic chips—those newer than 10 nanometers—where we predict wafer fabrication capacity to diversify markedly beyond Taiwan and South Korea to include the US, Europe, and Japan, with the US increasing its share from nearly zero in 2022 to 28% in 2032.

Beyond wafer fabrication, we also foresee improvements in resiliency in other supply chain segments. Foremost, in assembly, test, and packaging (ATP), we expect the capacity footprint to diversify from Mainland China and Taiwan to Southeast Asia, Latin America, and Eastern Europe, supported by programs such as the International Technology Security and Innovation (ITSI) Fund under the US CHIPS Act as well as industrial policies in each locale. In similar fashion, although materials production will remain concentrated in East Asia, we expect it to follow future fab capacity to the United States and Europe to take advantage of cost and R&D benefits. Finally, in chip design, companies are expanding the geographic scope of where they hire, locate, and train talent for R&D and engineering.

While recent progress is encouraging, the semiconductor supply chain will continue to face challenges. First, industry cyclicality could break the resolve of policymakers or industry participants to stay the course. Second, supply-demand imbalances, particularly in more mature chip process nodes and technologies, could emerge, leading to the second-guessing of recent investments. Third, workforce challenges could act as headwinds to development outside of historical (and highly concentrated) centers. And fourth, restrictions on or reconfigurations of trade flows, if taken too far, could undermine the scale required for ongoing investment and growth.

As we look to the future, it will be imperative for policymakers and industry participants to stay the course, building on recent positive momentum to increase resilience, without overcorrecting and putting at risk the more than $1 trillion of value created by the global nature of the semiconductor supply chain.","semiconductor(9), supply(8), chain(8), global(5), industry(5), resilience(5), recent(4), capacity(4), course(3), companies(3), geographic(3), challenges(3), taiwan(3), investment(3), wafer(3)",https://www.bcg.com/publications/2024/emerging-resilience-in-semiconductor-supply-chain
"For Insurers, Three Paths to Modernizing Core IT","May 03, 2024","Many traditional insurance companies have reached atechnologytipping point. They realize that maintaining their legacy systems—which they once did to save money and avoid the operational risk of a core transformation—has become too expensive and a competitive liability. Global IT spending in the industry was about $210billion11BCG analysis based on Gartner’sIT Key Metrics Data 2023,December 8, 2022.Notes:1BCG analysis based on Gartner’sIT Key Metrics Data 2023,December 8, 2022.in 2023, and we project it will grow 9% annually to 2027, with investments in transformation increasing from 13% to 16% of that total.

The value at stake is enormous in terms of revenue and cost savings. We estimate that a modern core platform with digital capabilities—such as greater process automation and the ability to manage real-time information across channels—can improve efficiencies and thecustomer experience, boost revenue by 25%, and accelerate new-product time to market by a factor of three to four.

Insurance transformationis not only an IT topic but a journey for both the business and IT. This requires companies to rethink their business proposition, distribution model, product offerings, processes, and, eventually, underlying IT platforms. In analyzing large international insurance groups (Tier 1 insurers) embarking on a core transformation, we have observed three main strategic approaches: centralized, federal, and a hybrid strategy that combines a federal plan with elements of a regional approach. We have also identified seven best practices to improve the outcome of any transformation strategy.

For years, traditional insurance companies underinvested in new technology and did their best to keep old systems up and running. In an industry with so few customer touch points, insurers had little incentive to digitize customer journeys. And given their strong market position, companies felt limited pressure to improve efficiencies. They were instead biased to preserve the status quo to avoid the operational risk associated with technology transformation.

But times are changing. Companies’ creaky legacy systems have become more prone to downtime—hurting productivity—and the internal expertise to maintain these systems is aging. Even regulations have become an issue. In Europe, for example, authorities are pushing insurers to build digital channels to enhance customer access and service; and, through laws such as the Digital Operational Resilience Act, regulators are requiring the industry to improve risk controls.

Moreover, modernizing the core has become a competitive imperative. Among traditional insurers, some first movers have already begun building digital channels and direct businesses. And pure digital players are launching innovative business and operating models incorporating the cloud andnewer technologies such as generative AI. Other traditional insurers need to move fast to harness the full potential of digital. In Europe, the Middle East, and Africa (EMEA) and in North America (NAMR), for example, we expect that insurers will spend about $6.5 billion and 10.5 billion, respectively, on core IT modernization from 2024 to 2026.



While there is urgency to act, the obstacles that lie ahead are daunting. Even with a commitment from leadership and an adequate budget, re-platforming core systems is a difficult journey, and the learning curve can be costly. The potential for failure is all too real.

Some cautionary examples: a central European group gave up on a large cross-country platforming project after eight years, with a write-off of more than $500 million; a carrier in southern Europe completed its claims-platforming program but did so 500% over budget; and another central European insurer failed to internally develop a new software platform to support a direct business. At the root of these failures are some or all of the following challenges commonly encountered during a core modernization.

Too Big to Manage.Core insurance system (CIS) modernizations are large-scale programs, impacting multiple countries and stakeholders. Managing them as a project with a waterfall approach can create enormous complexity beset by a dizzying array of competing interests.

Misalignment Between IT and the Business.Shifting to digital platforms means moving to a digital standard (such as no-frills products or one-touch processes). Doing so while trying to maintain legacy business complexity quickly creates delays and costs—and can undermine the long-term stability of the solution.

A Lack of Common Interests.Given the extended replacement cycle, selecting a standard software for the core system implies choosing partners for the next 30 years. The mid- and long-term objectives of the insurer, software vendor, and system integrator must align tightly from the start, or the partnership won’t be sustainable.

A Shortage of Internal Capabilities.When an insurerselects a standard software platform, it should not completely outsource the core system modernization. Internal IT is crucial for prioritizing business needs. And giving so much responsibility to the vendor can easily lead to conflicts of interest, frequent misalignments, and rework.

Tech Stack Obsolescence.The pace oftechnology evolution is accelerating (for example, from monolith software to microservices and from microservices to serverless solutions), so insurers should avoid significantly customizing off-the-shelf platforms. While a heavily customized platform might work well at first, it can’t be automatically or regularly upgraded by the vendor, hastening its obsolescence.

Core platform transformations began with Tier 2 and Tier 3 insurers several years ago because these companies were the first to feel the pressure on costs and margins. Most of them adopted off-the-shelf solutions, with external application management and cloud-based infrastructure.

More recently, Tier 1s have started their CIS transformations. Given the thorny challenges described above and the history of failure, insurance companies must carefully choose their CIS transformation strategies. We have observed three main approaches in the Tier 1 group, depending on the specifics of the insurer’s business model.

Centralized.Companies pursuing this strategy use vertical, bespoke components to underpin the IT platform. They leverage internal resources and competencies to deploy the bespoke solutions over time and across multiple entities or countries. A centralized IT services provisioning unit (a shared service center, for example) often lends support.A centralized platform is subdivided into three distinct layers, each serving a specific purpose:

Federal.Insurers taking this approach leverage both off-the-shelf packages and bespoke solutions for the new core platform. At the group level, the standard software is chosen with an eye toward improving the cost base, but the implementation occurs at the individual-country level with the help of system integration partners. In addition, when necessary, local insurers build bespoke platforms to serve larger and more complex business units, to ensure a perfect fit with business products and maintain market differentiation.

Hybrid.This strategy combines the federal approach with a regional plan. Relatively autonomous large countries, with the help of system integrators, develop and operate their own IT platforms under the federal approach. Meanwhile, the global insurer uses a regional approach for similar small and midsize countries—making choices at the group level to standardize the business model so that the same core platform, processes, and products are used throughout the region.

The small countries can develop some bespoke elements—often leveraging modules within the market solution (product engines, for example) to accelerate development—but they must do so according to group-level guidelines. BCG recently worked with a large regional European insurer that used this hybrid strategy to deploy a CIS transformation across several countries in less than two years.

No matter which of the three strategies an insurer chooses to pursue, seven best practices will improve the odds of completing a successful transformation:







The large global insurance groups embarking on a core transformation need to choose their strategies and deploy their resources carefully—recognizing that core modernization is not only an IT topic but a journey for both the business and IT. And they need to move fast or risk falling dangerously behind the first movers and pure digital players. But with the right strategy and attention to the seven best practices, these companies can ensure their own success.

","core(13), business(11), platform(9), digital(9), companies(8), transformation(8), insurers(8), insurance(7), strategy(6), approach(6), software(6), system(6), platforms(5), large(5), years(5)",https://www.bcg.com/publications/2024/three-paths-to-modernizing-core-it-for-insurers
"Software Projects Don’t Have to Be Late, Costly, and Irrelevant","April 30, 2024","It’s become one of the more persistent and unshakeable complaints from businesses large and small: tech projects routinely suffer long development delays and expensive cost overruns, making them appear in too many cases to be more troublesome than they are worth.

Having heard these complaints too frequently to ignore, we set out to determine if the anecdotal claims are true—and, if they are, to identify why these problems keep arising and what the most effective solutions might be.

What we learned was surprising, both in terms of the breadth of project shortfalls and the way they must be addressed. We discovered that popular agile software development principles—involving, for instance, cross-disciplinary teaming and progress tracking—are pertinent but not sufficient to guarantee success. We also learned that improving the outcomes of IT projects at most companies will depend squarely on technology leadership creating the proper requirements and culture for teams to be able to deliver in agile fashion. Up to now, this has proved to be difficult to achieve.

To begin tackling this issue, BCG conducted a survey of global business and technical-side C-suite executives across 25 industries, includingtechnology, consumer goods, retail, health care, and manufacturing, among many others.

We deliberately focused our survey on internal software development projects, primarily custom programs and applications targeting a specific business priority, such as marketing automation and streamlining tools, forecasting suites, and pricing models. And we avoided large-scale enterprise resource planning implementations or cloud migrations and other big projects potentially impacted by the contributions of external contractors and system integrators; such projects are so wide ranging and complex that it would be difficult to determine the precise locus of their shortcomings.

The survey results were unambiguous: disappointment with IT is a real thing. Nearly half of all respondents said that more than 30% of the technology development projects in their organizations suffer from delays or budget overruns, while nearly one in five respondents indicated that less than satisfactory outcomes occur more than 50% of the time. (See Exhibit 1.)","projects(6), development(4), survey(3), complaints(2), delays(2), many(2), agile(2), software(2), outcomes(2), technology(2), difficult(2), business(2), respondents(2)",https://www.bcg.com/publications/2024/software-projects-dont-have-to-be-late-costly-and-irrelevant
The Race for Advanced AI Chips,"April 17, 2024","Right now, demand for the advanced chips needed to power AI is skyrocketing. In response, many leading technology companies are unveiling new models of AI chips.

This month, Intel, Meta, and Google have all announced their latest AI chips.

And Nvidia showcased its new AI chip at its annual developer conference in March, promising super-fast processing speeds. The semiconductor company is a leading manufacturer of the graphic processing unit (GPU) chips needed for large language models, and this year has become the third largest public company in the world by market capitalization.

“Chips are the building block of a new type of economy. No matter what industry you are in—consumer goods, health care, shipping—the business processes are becoming AI-enabled, says BCG Managing Director and PartnerSuchi Srinivasan, an expert in AI in the enterprise.

“Everyone needs a supply of AI chips. And the opportunity to supply them is vastly larger than any one company can realistically fulfill. Sothere’s plenty of room for new players, and the ecosystem is evolving rapidly.”

Many large technology players and cloud providers have already locked in supply from chip providers. They are also ramping up house efforts to create their own chips so they have more control over the value chain and to introduce greater innovation.

The innovation cycle around AI chips is only just beginning, and GPUs are just the start, Srinivasan says. As AI workloads mature, we will see the emergence of more specialized and therefore efficient architectures to address new workloads.

And the pressure on cost will increase further as enterprises move from model development to widespread deployment, increasing the need for alternative supplies to help keep prices in check.



These are some of the factors to consider about future market dynamics for AI chips.

In the short term:

Many of the big technology players have already pre-bought a supply of AI chips for the next few years.And chips are becoming more efficient, meaning that fewer are needed.

But there is also likely to be a mismatch between supply and demand. Some software companies have pre-ordered hardware before they have fully developed the software applications to fully utilize it, while other software firms may find themselves unable to secure the supply of GPUs they need if their applications are scaling and require more chips than expected.

Pricing will be inflexible while the choice of suppliers is limited. In time, new pricing structures and licenses are likely to emerge, as buyers move away from legacy token-based systems that can be difficult to navigate.

In the longer term:

Many countries, including the US, the EU nations, and India, are investing heavily in new semiconductor facilities to build the wafers which form a base for the advanced chips.

However, they will take many years to come onstream.

And the rapidly changing market for AI presents both new opportunities and could create some bottlenecks:

“The market is hungry for viable and competitive options to supply AI chips, but it remains to be seen how fast alternative sources of supply will be able to offer the desired price, sophistication, and scale,” says Srinivasan.

“However, enterprises can’t afford to wait for greater certainty about the chips market before experimenting with AI. Companies need to jump in and start iterating now in order not to be left behind in the race to create value.”","chips(15), new(8), supply(6), many(5), market(5), technology(3), companies(3), company(3), players(3), software(3), demand(2), models(2), chip(2), semiconductor(2), large(2)",https://www.bcg.com/publications/2024/the-race-for-advanced-ai-chips
The Big Sports Bundle and the Start of Streamlined Streaming,"April 09, 2024","Right now, some of the biggest media companies in the world are hammering out the details of a new joint venture to bundle their streaming services together to attract sports fans.

Walt Disney’s subsidiary ESPN, Fox, and Warner Bros. Discovery will launch a standalone app this fall that offers many of the highest-profile sporting events including football, baseball, basketball, tennis, golf, soccer, and motor racing.

“The move toward cross-company bundling reflects the maturing of the video streaming market. Providers are grappling with a complex and competitive environment when going direct to the consumer, challenging cost structures, and the need to drive down churn,” says BCG’sNeal Zuckerman, a managing director and senior partner at BCG who leads theGlobal Institute for the Future of Television(GIFT).

According to BCG’s most recent GIFT survey of some 2,000 consumers in the US who are active users of one or more streaming services:

Streamers hope that a pipeline of quality content and regular live events will encourage customers to stay for longer rather than binge watching and bolting. This allows for the higher pricing structures needed for a sustainably profitable business.

“I believe there’s a business imperative to try cross-company bundling.We know consumers feel overwhelmed by too much choice and want to access the video (and potentially other content formats) they want in fewer apps,” says Zuckerman.

“Many of the streamers have performance issues to address, including achieving sufficient profitability, low-enough churn, and ability to raise prices periodically. They can’t afford to maintain the status quo given the speed of the market, so competitively matched innovation is required. And I’m excited by the number of innovative offerings coming to market.”

Media firms have three operational levers to pull as they target healthy profit margins from streaming.

Grow and retain the subscriber base.New offerings that collect targeted content together in one place have the power to attract new subscribers. However, there’s also a danger of cannibalizing customer bases, including those subscribing to existing inter-company channels, linear television consumers, and even the customers of future product launches such as gaming services.

Target premium pricing.Offering differentiated and premium content may allow for higher pricing structures. And the evidence from BCG’s GIFT survey suggests that subscribers have some capacity to absorb price rises. Measures to tackle piracy and password sharing also boost income from subscriptions.

Lower costs.Joining forces to secure quality content may provide some economies of scale, especially where the rights to content are high. It may also be attractive for advertisers wanting to target certain demographics or interest groups.

“In addition, firms will need to maintain a relentless focus on engagement, the availability and quality of content, discoverability, and evolving customer trends,” says Zuckerman.

“But with our latest survey suggesting there is room for higher price structures, as well as more subscribers to capture, the growth opportunities are there for those who can create the right products.”","content(7), structures(4), bcg(4), services(3), zuckerman(3), gift(3), survey(3), consumers(3), quality(3), target(3), subscribers(3), media(2), new(2), many(2), events(2)",https://www.bcg.com/publications/2024/is-this-the-start-of-streamlined-video-streaming
